"c_muestra_wineseq","avg_PER","min_PER","max_PER","sd","var","total","mediaan"
"A24A31",0.00355898576512456,1.1e-05,0.293577,0.0251963500179762,0.000634856054228368,281,2.1e-05
"A24A32",0.00309606501547988,1.1e-05,0.226227,0.0217070564614936,0.000471196300222469,323,5.5e-05
"A24A33",0.0103094536082474,1.9e-05,0.924417,0.0938522779459629,0.00880825007564627,97,3.7e-05
"A24A34",0.00172101893287435,3.2e-05,0.178764,0.00909902392537068,8.27922363944681e-05,581,0.000227
"A24A35",0.00421931223628692,1e-05,0.415624,0.03189581052725,0.00101734272919023,237,2e-05
"A24A36",0.00641014743589744,8e-06,0.813805,0.0658031282494747,0.00433005168741681,156,1.25e-05
"A24A37",0.00381679007633588,9e-06,0.585268,0.0377152255319401,0.00142243823692511,262,1.9e-05
"A24A38",0.00187246254681648,1.3e-05,0.198364,0.0124248788092097,0.000154377613423547,534,6.7e-05
"A24A39",0.00316461075949367,1.4e-05,0.229714,0.0202688378557483,0.000410825788022615,316,4.2e-05
"A24A3A",0.00349659440559441,9e-06,0.484397,0.0310113105589846,0.000961701382585791,286,2.6e-05
"A24A3B",0.00210964767932489,1.6e-05,0.468075,0.0231462789054173,0.000535750227167366,474,6.5e-05
"A24A3C",0.00204505316973415,7.1e-05,0.100184,0.00777703832548222,6.04823251160192e-05,489,0.000353
"A24A3D",0.0042193417721519,1.4e-05,0.373978,0.031478760212468,0.000990912344514056,237,2.8e-05
"A24A3E",0.00609742682926829,1e-05,0.893225,0.0698311666764885,0.00487639183939952,164,2.1e-05
"A24A3F",0.00380239543726236,9e-06,0.52733,0.0346771523734075,0.00120250489672852,263,1.7e-05
"A24A3G",0.00230433870967742,1e-05,0.305739,0.0206635294203195,0.000426981448104409,434,1.9e-05
"A24A3H",0.00413217355371901,1.5e-05,0.256247,0.025419459422473,0.000646148917330753,242,3e-05
"A24A3I",0.00621104347826087,1.3e-05,0.815643,0.0646858391458619,0.00418425778600432,161,2.6e-05
"A24A3J",0.00363658181818182,1e-05,0.468266,0.0309897439242788,0.000960364228492373,275,1.9e-05
"A36004",0.0078123984375,3.1e-05,0.271787,0.033347755368474,0.00111207278811559,128,9.4e-05
"A36005",0.00787407874015748,2.7e-05,0.261197,0.0355577471858139,0.00126435338493026,127,0.000107
"A3B00A",0.0196078431372549,5.1e-05,0.573101,0.0824724172720486,0.0068016996106949,51,0.000665
"A3B00C",0.0129869480519481,3.4e-05,0.513979,0.062794697914565,0.00394317408618148,77,0.000621
"A3B00D",0.0144927101449275,3.9e-05,0.433267,0.0547281841212448,0.00299517413720887,69,0.001252
"A3B00E",0.0243904390243902,7.8e-05,0.731053,0.115037359612225,0.0132335941065524,41,0.000388
"A3B00F",0.007999984,1e-05,0.374445,0.0390795439400751,0.00152721075456426,125,0.000197
"A3B00G",0.01333332,5.3e-05,0.385218,0.052245934867897,0.00272963771022054,75,8e-04
"A3B00H",0.00833325,3.1e-05,0.341323,0.0423452537277167,0.00179312051326471,120,0.000502
"A3B00I",0.00826442975206612,6e-06,0.437563,0.0432808853415351,0.00187323503594711,121,0.000101
"A3B00K",0.0151515757575758,5.4e-05,0.512447,0.0675098560257482,0.00455758066061725,66,0.000648
"A3B00L",0.00729932846715328,1.4e-05,0.39015,0.0378575173543763,0.0014331916202369,137,0.000191
"A3B00M",0.01000007,7e-06,0.442797,0.0489013390327614,0.00239134095919707,100,4.9e-05
"A3B00O",0.0104166354166667,3.3e-05,0.481724,0.0509691050913497,0.00259784967381305,96,0.000467
"A3B00P",0.00641017948717949,1.9e-05,0.88543,0.0708759230431548,0.0050233964672192,156,7.7e-05
"A3B00S",0.00900897297297297,4.4e-05,0.473314,0.0475324872215088,0.0022593373414629,111,0.000619
"A3B00T",0.00609762195121951,7e-06,0.569013,0.0449732869575964,0.00202259653977031,164,0.000206
"A3B00U",0.00854700854700855,1e-05,0.398093,0.0399604824499059,0.00159684015762924,117,0.000123
"A3B00W",0.0196078431372549,2.7e-05,0.559407,0.0841505207903962,0.0070813101492949,51,0.000109
"A3B00X",0.016129,3.3e-05,0.536767,0.0789803778820628,0.00623790009039344,62,0.0003795
"A3B010",0.0116279418604651,3.8e-05,0.417605,0.0565975316084813,0.00320328058417305,86,0.000227
"A3B011",0.0071941726618705,9e-06,0.353026,0.0373220487841736,0.00139293532544823,139,2.8e-05
"A3B012",0.00925927777777778,7e-06,0.331737,0.0422907184149544,0.00178850486405296,108,0.000109
"A3B014",0.00819654918032787,2.5e-05,0.482878,0.0546700303634046,0.00298881221993558,122,0.000153
"A3B015",0.027027027027027,3.6e-05,0.40924,0.0806849499096078,0.00651006114191591,37,0.000691
"A3B016",0.00719428057553957,6e-06,0.404906,0.0417767170724106,0.00174529408934824,139,0.000112
"A3B017",0.0151515151515152,3.2e-05,0.323585,0.051271972808736,0.00262881519569977,66,0.00065
"A3B018",0.00961549038461538,3.2e-05,0.37715,0.0483586643182034,0.00233856041464068,104,0.000144
"A3B019",0.00751875187969925,3e-06,0.471698,0.0487724175848067,0.00237874871706676,133,0.000124
"A3B01B",0.009009,5.2e-05,0.26726,0.0386730297966754,0.00149560323365455,111,0.000989
"A3B01C",0.0126581265822785,8.3e-05,0.473435,0.0647542256616126,0.00419310974103505,79,0.000665
"A3B01D",0.00588242941176471,4e-06,0.475576,0.041342819635126,0.00170922873538256,170,8.05e-05
"A3B01F",0.0106383936170213,3.6e-05,0.360261,0.0526466009662069,0.00277166459329501,94,0.000233
"A3B01G",0.00970866019417476,6.7e-05,0.415002,0.0505182271409224,0.00255209127346183,103,0.000268
"A3B01H",0.00900895495495495,5e-06,0.318941,0.0379755690156394,0.00144214384206159,111,0.000103
"A3F005",0.00403233467741936,1.6e-05,0.345509,0.0270387266985454,0.000731092741478632,248,9.4e-05
"A3F006",0.00294122058823529,1.2e-05,0.330245,0.0212103517679302,0.000449879022119339,340,0.000118
"A3F007",0.00315450157728707,1.3e-05,0.290375,0.0207239692109978,0.000429482899858384,317,0.000121
"A3G005",0.00602394578313253,6.2e-05,0.212371,0.0236899572235069,0.000561214073251588,166,0.000375
"A3G006",0.0053764247311828,1.3e-05,0.439784,0.0353304658684752,0.00124824181848349,186,0.000139
"A3G008",0.00322576129032258,1.7e-05,0.149898,0.0135507122238851,0.000183621801774549,310,0.0004715
"A3H005",0.00425534042553192,1.4e-05,0.364139,0.0262008317760221,0.00068648358575541,235,0.000457
"A3H006",0.00323621682847896,1.4e-05,0.304617,0.022406864058801,0.000502067556949586,309,0.000141
"A3H007",0.00523556544502618,3.9e-05,0.247786,0.0264339399625131,0.000698753181941747,191,0.000507
"A3H008",0.00273231420765027,1.4e-05,0.307906,0.0216512500254061,0.000468776627662647,366,0.000108
"A3H009",0.0119049166666667,1.3e-05,0.286809,0.0531779221022546,0.00282789139911346,84,2.6e-05
"A3I008",0.00537660215053763,1.3e-05,0.338738,0.0323016322193702,0.00104339544403546,186,3.8e-05
"A3I009",0.00380221673003802,1.2e-05,0.377654,0.0265467740518451,0.000704731212559717,263,4.9e-05
"A3I00A",0.00537641935483871,1.4e-05,0.399805,0.0326242958000662,0.00106434467645022,186,7e-05
"A3I00B",0.00497493034825871,1.4e-05,0.327604,0.0286656736762827,0.000821720847315127,201,4.3e-05
"A3I00C",0.00389098054474708,1.3e-05,0.300693,0.0240181916678944,0.000576873530995712,257,6.7e-05
"A3I00D",0.00469469483568075,1.2e-05,0.381729,0.0313083807669892,0.000980214706250777,213,5e-05
"A3I00E",0.00540534594594595,2.1e-05,0.407993,0.0337156843252658,0.00113674736952098,185,6.4e-05
"A3I00F",0.00456613242009132,1.2e-05,0.39506,0.0304836881347861,0.000929255242298901,219,6e-05
"A3I00G",0.0052909417989418,2.1e-05,0.291778,0.0278295327082082,0.000774482890757232,189,8.4e-05
"A3I00I",0.00452478280542986,1.6e-05,0.345202,0.0274019233533287,0.000750865403461702,221,6.5e-05
"A3I00J",0.00462968518518519,1.6e-05,0.382729,0.0304678797128731,0.000928291694198105,216,6.4e-05
"A5601E",0.00787401574803149,2.81175312807536e-05,0.258147054688598,0.03145102779664,0.000989167149465022,127,5.62350625615071e-05
"A5601F",0.00460829493087558,9.60605565748648e-06,0.206530196635959,0.0247628077409425,0.00061319664721488,217,1.9212111314973e-05
"A5601G",0.00657894736842105,1.43028777390011e-05,0.177684650151611,0.0256183108578673,0.000656297851210323,152,5.72115109560044e-05
"B0100Q",0.00775193798449612,1.34925453686838e-05,0.637279902853673,0.0616282814006068,0.00379804506839238,129,0.000121432908318154
"B0100R",0.00520833333333333,2.78924467254268e-05,0.212233627133772,0.0254469248322749,0.000647545983419449,192,0.000139462233627134
"E02005",0.00531910106382979,2.7e-05,0.483048,0.0366034043591518,0.00133980921067957,188,0.000109
"E11005",0.00561800561797753,1.6e-05,0.44035,0.0362208639711862,0.00131195098681918,178,0.000109
"E11006",0.00724616666666667,8e-06,0.450185,0.0416181489806774,0.00173207032457786,138,1.6e-05
"E11007",0.00462964351851852,1.3e-05,0.264909,0.0285466848695215,0.00081491321703977,216,0.000115
"E11008",0.00884962831858407,1.3e-05,0.433367,0.0467447263528951,0.00218506944180705,113,2.5e-05
"E11009",0.00319480191693291,9e-06,0.325109,0.025218576813641,0.00063597661650551,313,5.7e-05
"E14005",0.0153845692307692,1.2e-05,0.593681,0.0794730017608121,0.00631595800887404,65,7.3e-05
"E14006",0.00729946715328467,1e-05,0.370385,0.0437237096764261,0.0019117627878684,137,5.7e-05
"E14007",0.00699307692307692,1.4e-05,0.420968,0.043862709038364,0.00192393724418418,143,0.000111
"E14008",0.00952381904761905,8e-06,0.363963,0.0531444006877237,0.00282432732445733,105,5.4e-05
"E14009",0.0108694782608696,1.7e-05,0.354963,0.0527395567333296,0.00278146084442809,92,6.9e-05
